Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:26,27-11-2025 22:22:28,"2,014s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:22:28,27-11-2025 22:22:29,"0,293s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:29,27-11-2025 22:22:31,"2,014s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:22:31,27-11-2025 22:22:31,"0,269s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:31,27-11-2025 22:22:33,"2,016s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:22:33,27-11-2025 22:22:33,"0,394s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:33,27-11-2025 22:22:35,"2,010s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:22:35,27-11-2025 22:22:35,"0,276s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:35,27-11-2025 22:22:38,"2,010s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:22:38,27-11-2025 22:22:38,"0,263s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Chrome 142.0.7444.176,,,27-11-2025 22:22:38,27-11-2025 22:22:38,"0,377s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:22:38,27-11-2025 22:22:38,"0,257s",PASSED
,,,,,,,
Test Cases/Negative/Case01-6-N6 Alert Notification For Min Length On Mobile Number Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:22:38,27-11-2025 22:23:11,"32,227s",PASSED
"DATA BINDING - {""MobileNumber"":""1234567""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:22:38,27-11-2025 22:22:41,"2,439s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:22:41,27-11-2025 22:22:51,"9,792s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:22:51,27-11-2025 22:22:51,"0,055s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:51,27-11-2025 22:22:53,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:22:53,27-11-2025 22:22:53,"0,279s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:22:53,27-11-2025 22:22:53,"0,283s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:53,27-11-2025 22:22:55,"2,015s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Chrome 142.0.7444.176,,,27-11-2025 22:22:55,27-11-2025 22:22:56,"0,900s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:56,27-11-2025 22:22:58,"2,013s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:22:58,27-11-2025 22:22:58,"0,261s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:22:59,27-11-2025 22:23:01,"2,006s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:23:01,27-11-2025 22:23:01,"0,280s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:01,27-11-2025 22:23:03,"2,016s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:23:03,27-11-2025 22:23:03,"0,266s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:03,27-11-2025 22:23:05,"2,014s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:23:05,27-11-2025 22:23:05,"0,358s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:05,27-11-2025 22:23:07,"2,010s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:23:07,27-11-2025 22:23:08,"0,252s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:08,27-11-2025 22:23:10,"2,015s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:23:10,27-11-2025 22:23:10,"0,262s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Chrome 142.0.7444.176,,,27-11-2025 22:23:10,27-11-2025 22:23:10,"0,419s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:23:10,27-11-2025 22:23:11,"0,235s",PASSED
,,,,,,,
Test Cases/Negative/Case01-6-N6 Alert Notification For Min Length On Mobile Number Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:23:11,27-11-2025 22:23:43,"32,315s",PASSED
"DATA BINDING - {""MobileNumber"":""1234567""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:23:11,27-11-2025 22:23:13,"2,560s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:23:13,27-11-2025 22:23:23,"9,427s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:23:23,27-11-2025 22:23:23,"0,052s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:23,27-11-2025 22:23:25,"2,006s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:23:25,27-11-2025 22:23:25,"0,265s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:23:25,27-11-2025 22:23:25,"0,267s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:25,27-11-2025 22:23:27,"2,026s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Chrome 142.0.7444.176,,,27-11-2025 22:23:27,27-11-2025 22:23:28,"0,801s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:28,27-11-2025 22:23:30,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:23:30,27-11-2025 22:23:30,"0,268s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:30,27-11-2025 22:23:32,"2,019s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:23:32,27-11-2025 22:23:33,"0,284s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:33,27-11-2025 22:23:35,"2,015s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:23:35,27-11-2025 22:23:35,"0,358s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:35,27-11-2025 22:23:37,"2,010s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:23:37,27-11-2025 22:23:38,"0,478s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:38,27-11-2025 22:23:40,"2,008s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:23:40,27-11-2025 22:23:40,"0,281s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:23:40,27-11-2025 22:23:42,"2,008s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:23:42,27-11-2025 22:23:42,"0,293s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Chrome 142.0.7444.176,,,27-11-2025 22:23:42,27-11-2025 22:23:43,"0,575s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:23:43,27-11-2025 22:23:43,"0,264s",PASSED
