Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:13,27-11-2025 21:58:15,"2,018s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Firefox 145.0.1,,,27-11-2025 21:58:15,27-11-2025 21:58:15,"0,264s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Firefox 145.0.1,,,27-11-2025 21:58:15,27-11-2025 21:58:16,"0,399s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Firefox 145.0.1,,,27-11-2025 21:58:16,27-11-2025 21:58:16,"0,252s",PASSED
,,,,,,,
Test Cases/Negative/Case01-7-N7 Alert Notification For Numerical Only On Mobile Number Field,Firefox 145.0.1,Sebagai Sample,,27-11-2025 21:58:16,27-11-2025 21:58:53,"36,478s",PASSED
"DATA BINDING - {""MobileNumber"":""+624567891""}",,,,,,,
"openBrowser("""")",Firefox 145.0.1,,,27-11-2025 21:58:16,27-11-2025 21:58:23,"7,268s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Firefox 145.0.1,,,27-11-2025 21:58:23,27-11-2025 21:58:33,"9,534s",PASSED
maximizeWindow(),Firefox 145.0.1,,,27-11-2025 21:58:33,27-11-2025 21:58:33,"0,043s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:33,27-11-2025 21:58:35,"2,015s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Firefox 145.0.1,,,27-11-2025 21:58:35,27-11-2025 21:58:35,"0,288s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Firefox 145.0.1,,,27-11-2025 21:58:35,27-11-2025 21:58:36,"0,296s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:36,27-11-2025 21:58:38,"2,010s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Firefox 145.0.1,,,27-11-2025 21:58:38,27-11-2025 21:58:38,"0,648s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:38,27-11-2025 21:58:40,"2,014s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Firefox 145.0.1,,,27-11-2025 21:58:40,27-11-2025 21:58:41,"0,252s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:41,27-11-2025 21:58:43,"2,011s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Firefox 145.0.1,,,27-11-2025 21:58:43,27-11-2025 21:58:43,"0,268s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:43,27-11-2025 21:58:45,"2,009s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Firefox 145.0.1,,,27-11-2025 21:58:45,27-11-2025 21:58:45,"0,253s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:45,27-11-2025 21:58:47,"2,012s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Firefox 145.0.1,,,27-11-2025 21:58:47,27-11-2025 21:58:47,"0,383s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:47,27-11-2025 21:58:49,"2,017s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 0)",Firefox 145.0.1,,,27-11-2025 21:58:49,27-11-2025 21:58:50,"0,248s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:58:50,27-11-2025 21:58:52,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Firefox 145.0.1,,,27-11-2025 21:58:52,27-11-2025 21:58:52,"0,239s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Firefox 145.0.1,,,27-11-2025 21:58:52,27-11-2025 21:58:52,"0,363s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Firefox 145.0.1,,,27-11-2025 21:58:52,27-11-2025 21:58:53,"0,245s",PASSED
,,,,,,,
Test Cases/Negative/Case01-7-N7 Alert Notification For Numerical Only On Mobile Number Field,Firefox 145.0.1,Sebagai Sample,,27-11-2025 21:58:53,27-11-2025 21:59:28,"35,253s",PASSED
"DATA BINDING - {""MobileNumber"":""+624567891""}",,,,,,,
"openBrowser("""")",Firefox 145.0.1,,,27-11-2025 21:58:53,27-11-2025 21:58:59,"5,938s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Firefox 145.0.1,,,27-11-2025 21:58:59,27-11-2025 21:59:08,"9,680s",PASSED
maximizeWindow(),Firefox 145.0.1,,,27-11-2025 21:59:08,27-11-2025 21:59:08,"0,021s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:08,27-11-2025 21:59:10,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Firefox 145.0.1,,,27-11-2025 21:59:10,27-11-2025 21:59:11,"0,263s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Firefox 145.0.1,,,27-11-2025 21:59:11,27-11-2025 21:59:11,"0,258s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:11,27-11-2025 21:59:13,"2,014s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Firefox 145.0.1,,,27-11-2025 21:59:13,27-11-2025 21:59:13,"0,644s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:13,27-11-2025 21:59:15,"2,013s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Firefox 145.0.1,,,27-11-2025 21:59:15,27-11-2025 21:59:16,"0,237s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:16,27-11-2025 21:59:18,"2,013s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Firefox 145.0.1,,,27-11-2025 21:59:18,27-11-2025 21:59:18,"0,289s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:18,27-11-2025 21:59:20,"2,010s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Firefox 145.0.1,,,27-11-2025 21:59:20,27-11-2025 21:59:20,"0,268s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:20,27-11-2025 21:59:22,"2,015s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Firefox 145.0.1,,,27-11-2025 21:59:22,27-11-2025 21:59:23,"0,420s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:23,27-11-2025 21:59:25,"2,004s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 0)",Firefox 145.0.1,,,27-11-2025 21:59:25,27-11-2025 21:59:25,"0,249s",PASSED
delay(2),Firefox 145.0.1,,,27-11-2025 21:59:25,27-11-2025 21:59:27,"2,013s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Firefox 145.0.1,,,27-11-2025 21:59:27,27-11-2025 21:59:27,"0,238s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Firefox 145.0.1,,,27-11-2025 21:59:27,27-11-2025 21:59:28,"0,354s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Firefox 145.0.1,,,27-11-2025 21:59:28,27-11-2025 21:59:28,"0,258s",PASSED
